Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width Variations,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Total Units Sold BOM,Total Units Sold EOM,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Period,Monthly Sales,Profile Available,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf2T000001UM5RSAW,Bluffs at Youngs Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,9100,70,70x130; 70x140; 70x167,1/11/2020,,478,335,143,3/30/2026,4.44,3.33,3.33,3.67,1354,3198,2233,263995.00,339995.00,304176.82,3/30/2026,22.92,,,1.00,,,95,101,(317) 674-7808,https://yourarborhome.com/neighborhoods/indiana/franklin/bluffs-at-youngs-creek,,e241220c-795f-4f6e-bfff-b6b4e8f4d22a,7/1/2021,6,True,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.46475,-86.06519
aAf2T000001MWMZSA4,Jackson's Grant on Williams Creek/Bridgemont,Wedgewood Building Company,,Active,,,Detached,Single-Family,9500,70,70x135,1/1/2016,,45,44,1,5/29/2026,0.35,0.00,0.00,0.00,4000,,,625000.00,900000.00,,11/25/2019,85.00,,,,$500 Capital Reserve 1 time at closing for HOA,Multi-Builder Community,38,38,(317) 716-5718,https://www.jacksonsgrant.com/neighborhoods/bridgemont/,,,8/1/2021,0,True,Non Active Adult,46032,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,,,Creekside Middle School,10,Carmel High School,10,,39.96253,-86.16468
aAf2T000001MbYESA0,Waterfront of West Clay/Penninsula,Shoopman Homes,,Active,,,Detached,Single-Family,9350,85,85x110,6/3/2019,,45,35,10,5/25/2026,0.41,2.33,1.67,0.83,2700,4906,3815,969900.00,1345900.00,1117600.00,5/25/2026,101.00,,,0.80,,,11,12,(317) 733-9836,https://waterfrontofwestclay.com/,,90499952-4d01-41a7-b123-806b0b6b0bf3,8/1/2021,1,True,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf2T000001UM5RSAW,Bluffs at Youngs Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,9100,70,70x130; 70x140; 70x167,1/11/2020,,478,335,143,3/30/2026,4.44,3.33,3.33,3.67,1354,3198,2233,263995.00,339995.00,304176.82,3/30/2026,22.92,,,1.00,,,101,108,(317) 674-7808,https://yourarborhome.com/neighborhoods/indiana/franklin/bluffs-at-youngs-creek,,e241220c-795f-4f6e-bfff-b6b4e8f4d22a,8/1/2021,7,True,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.46475,-86.06519
aAf3x000001YgzhCAC,Sunrise Lake,Bridgenorth Homes,,Active,,,Detached,Single-Family,10500,75,75x140,9/1/2019,,102,95,7,5/19/2026,1.17,2.67,1.50,0.83,1687,2958,2198,310990.00,388990.00,350656.67,4/29/2026,37.50,,,1.00,,,32,33,(317) 318-1105,https://www.bridgenorthhomes.com/community/sunrise-lake-new-palestine/,,,8/1/2021,1,True,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.73229,-85.88604
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7500,60;66,60x125; 66x125; 60x120,10/9/2020,,242,186,56,4/25/2026,2.77,1.67,2.00,2.33,1601,3062,2298,332900.00,424900.00,374650.00,4/25/2026,33.00,,,,,,21,26,(812) 247-8496,http://www.drhorton.com/indiana/indianapolis/fortville/mount-vernon-north,,63b8d1ff-a748-4b03-b373-0a62d4c7cbba,8/1/2021,5,True,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAf2T000001URgMSAW,Lindley Run/SF,Olthof Homes,,Active,,,Detached,Single-Family,10080,70,70x144; 70x157,3/9/2020,,83,79,4,5/23/2026,1.05,0.67,2.33,1.67,1903,3142,2461,476842.00,532985.00,500311.50,5/23/2026,50.33,,,0.00,Total Tax Rate,,5,5,(317) 733-5141,https://www.olthofhomes.com/communities/central-indiana/westfield/lindley-run,,cd566d40-e379-4a3c-8254-48088024c013,8/1/2021,0,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.06833,-86.10631
aAf3x000001ckkUCAQ,Lindley Run/THs,Olthof Homes,,Active,,,Attached,Townhomes,,,,9/30/2020,,237,176,61,5/25/2026,2.57,1.67,3.17,2.67,1394,1394,1394,288530.00,288530.00,288530.00,5/25/2026,154.00,,,,,Townhomes,0,0,(317) 733-5141,https://www.olthofhomes.com/communities/central-indiana/westfield/lindley-run,,6b5ed214-c980-478c-955f-e1055992f928,8/1/2021,0,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.06833,-86.10631
aAf2T000001MbYBSA0,Waterfront of West Clay/Island,Shoopman Homes,,Active,,,Detached,Single-Family,17600,110,110x160,5/27/2019,,23,22,1,5/25/2026,0.26,1.33,0.67,0.33,2700,4966,3819,969900.00,1345900.00,1117600.00,5/25/2026,500.00,,,0.80,,,4,4,(317) 733-9836,https://waterfrontofwestclay.com/,,90499952-4d01-41a7-b123-806b0b6b0bf3,8/1/2021,0,True,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
aAf2T000001MiySSAS,Briar Creek Ranches,Ryan Homes,NVR Inc.,Active,,,Detached,Single-Family,4950,45;60,45x110; 60x134,11/9/2019,,209,200,9,3/31/2026,2.58,10.00,5.50,3.50,1153,1720,1493,266990.00,312990.00,292790.00,5/9/2026,130.00,,,1.04,,,37,39,(317) 620-8192,http://www.ryanhomes.com/find-your-home/our-communities/indiana/whiteland/briarcreekvillas?utm_source=bdx&utm_medium=referral&utm_term=ind&utm_content=community_listing&utm_campaign=briar-creek-villas,,61a24027-6cfa-4acf-acbe-20dc7b5a5a2b,8/1/2021,2,True,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54723,-86.09546
aAf3x000001Ye5CCAS,Kimblewick/Keeneland,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,5980,46;65,46x130; 65x120,5/1/2021,,159,157,2,5/6/2026,2.58,3.67,3.00,2.33,1504,1504,1504,369990.00,369990.00,369990.00,5/6/2026,262.00,,,1.00,,Active Adult,24,25,(317) 559-8309,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,8/1/2021,1,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,10075,65,65x155; 65x126; 65x125,8/7/2020,,235,233,2,5/10/2026,3.34,1.33,1.17,1.67,1354,3198,2233,263995.00,349995.00,311904.09,5/10/2026,50.00,,,0.87,,,50,55,(317) 622-1493,https://yourarborhome.com/neighborhoods/indianapolis/greenfield/heron-creek,,3863fac4-f22a-4c15-9de1-bf9e461d7f21,8/1/2021,5,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001YZF2CAO,Kimblewick/Churchill,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,8450,65,65x130; 65x120,5/1/2021,,198,160,38,4/30/2026,2.64,3.00,2.00,2.00,2213,2754,2463,540990.00,585990.00,559323.33,5/13/2026,292.00,,,1.00,,Active Adult,24,26,(317) 814-2319,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,8/1/2021,2,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf2T000001MrsESAS,Saddlebrook Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,10000,70;80,80x125; 70x125; 80x151,11/21/2020,,263,253,10,4/27/2026,3.84,5.33,6.83,4.33,3062,3388,3225,419900.00,435480.00,427690.00,4/27/2026,32.50,,,0.90,,,35,37,(463) 219-4399,https://www.drhorton.com/indiana/indianapolis/whiteland/saddlebrook-farms,,008836b0-d7ff-408f-a921-d04a3ced1eaf,8/1/2021,2,True,Non Active Adult,46184,Whiteland,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54910,-86.07253
aAf2T000001MVfnSAG,South Village of Nickel Plate,Gradison Design|Build,,Active,,,Detached,Single-Family,3914,38,38x103,5/25/2018,,25,23,2,5/9/2026,0.24,0.00,0.00,0.00,,,,500000.00,800000.00,,,25.00,,,1.00,,,18,18,(317) 361-0454,http://gradisonbuilding.com/where-we-build/south-village-of-nickel-plate/,,,8/1/2021,0,True,Non Active Adult,46038,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; Fishers Elementary School,10; 8,Riverside Jr High,8,Fishers High School,10,,39.95424,-86.01490
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,,,,7/24/2021,,194,153,41,4/20/2026,2.66,2.00,2.83,2.75,1858,1858,1858,320000.00,320000.00,320000.00,5/22/2026,255.00,,,0.89,,Townhomes,2,8,(317) 676-6133,https://www.pulte.com/homes/indiana/indianapolis/westfield/lancaster-townhomes-210573,,fa5541d6-945b-4bfe-a6fa-5944bfc6d7e7,8/1/2021,6,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAf3x000001Wf1qCAC,Williams Run,Joyner Homes,,Active,,,Detached,Single-Family,,,,1/2/2021,,102,44,58,4/27/2026,0.68,0.67,0.50,0.67,1510,2387,1861,282900.00,340990.00,315036.25,4/27/2026,75.00,,,,,,12,14,(317) 468-2330,https://joynerhomesonline.com/williams-run,,,8/1/2021,2,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80744,-85.74553
aAf2T000001MjgESAS,Grant's Corner/SF,Olthof Homes,,Active,,,Detached,Single-Family,9100,70;80,70x130; 80x127,12/21/2019,,82,75,7,4/15/2026,0.98,1.33,1.00,1.08,2353,2444,2399,364000.00,370014.00,367007.00,4/15/2026,53.00,,,1.25,,,8,8,(463) 231-3600,https://www.olthofhomes.com/communities/central-indiana/cumberland/grants-corner,,ca990c1c-2cb0-461f-8dcb-9319d7ee4223,8/1/2021,0,True,Non Active Adult,46229,Indianapolis,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77767,-85.93498
aAf3x000000UKz9CAG,Crossroads at Southport,Beazer Homes,,Active,,,Detached,Single-Family,9480,60;65,60x158; 60x145; 65x149,5/15/2021,,205,190,15,4/28/2026,3.16,0.67,1.17,1.83,1816,3170,2561,299990.00,399990.00,352990.00,5/4/2026,53.16,,,1.00,,,35,39,,https://www.beazer.com/indianapolis-IN/indianapolis/crossroads-at-southport?LeadSourceID=20&utm_campaign=22233015807&utm_term=crossroads%20at%20southport&utm_source=google&utm_medium=cpc&medium=tsa&gclsrc=aw.ds&gad_source=1&gad_campaignid=22233015807&gbra,,2e5ef7f1-f87f-472b-ab02-b1a3748f917c,8/1/2021,4,True,Non Active Adult,46259,Indianapolis,Marion,18097,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.66658,-86.01158
aAf3x000001Ye57CAC,Kimblewick/Belmont,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,6760,52,52x130,5/1/2021,,225,205,20,5/4/2026,3.37,0.00,1.67,3.08,1646,1841,1744,435990.00,473990.00,454990.00,5/13/2026,277.00,,,1.00,,Active Adult,23,31,(317) 559-8309,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,8/1/2021,8,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf2T000001ULX7SAO,Mt Vernon North,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7500,60;66,60x125; 66x125; 60x120,10/9/2020,,242,186,56,4/25/2026,2.77,1.67,2.00,2.33,1601,3062,2298,332900.00,424900.00,374650.00,4/25/2026,33.00,,,,,,26,30,(812) 247-8496,http://www.drhorton.com/indiana/indianapolis/fortville/mount-vernon-north,,63b8d1ff-a748-4b03-b373-0a62d4c7cbba,9/1/2021,4,True,Non Active Adult,46040,Fortville,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Fortville Elementary School,7,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.91192,-85.84315
aAf2T000001MWMZSA4,Jackson's Grant on Williams Creek/Bridgemont,Wedgewood Building Company,,Active,,,Detached,Single-Family,9500,70,70x135,1/1/2016,,45,44,1,5/29/2026,0.35,0.00,0.00,0.00,4000,,,625000.00,900000.00,,11/25/2019,85.00,,,,$500 Capital Reserve 1 time at closing for HOA,Multi-Builder Community,38,38,(317) 716-5718,https://www.jacksonsgrant.com/neighborhoods/bridgemont/,,,9/1/2021,0,True,Non Active Adult,46032,Carmel,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,,,Creekside Middle School,10,Carmel High School,10,,39.96253,-86.16468
aAf2T000001UM5RSAW,Bluffs at Youngs Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,9100,70,70x130; 70x140; 70x167,1/11/2020,,478,335,143,3/30/2026,4.44,3.33,3.33,3.67,1354,3198,2233,263995.00,339995.00,304176.82,3/30/2026,22.92,,,1.00,,,108,115,(317) 674-7808,https://yourarborhome.com/neighborhoods/indiana/franklin/bluffs-at-youngs-creek,,e241220c-795f-4f6e-bfff-b6b4e8f4d22a,9/1/2021,7,True,Non Active Adult,46131,Franklin,Johnson,18081,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.46475,-86.06519
aAf3x000001YgzhCAC,Sunrise Lake,Bridgenorth Homes,,Active,,,Detached,Single-Family,10500,75,75x140,9/1/2019,,102,95,7,5/19/2026,1.17,2.67,1.50,0.83,1687,2958,2198,310990.00,388990.00,350656.67,4/29/2026,37.50,,,1.00,,,33,34,(317) 318-1105,https://www.bridgenorthhomes.com/community/sunrise-lake-new-palestine/,,,9/1/2021,1,True,Non Active Adult,46163,New Palestine,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,New Palestine Elementary School,8,New Palestine Jr High School,8,New Palestine High School,10,,39.73229,-85.88604
aAf3x000001YafaCAC,Heron Creek,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,10075,65,65x155; 65x126; 65x125,8/7/2020,,235,233,2,5/10/2026,3.34,1.33,1.17,1.67,1354,3198,2233,263995.00,349995.00,311904.09,5/10/2026,50.00,,,0.87,,,55,59,(317) 622-1493,https://yourarborhome.com/neighborhoods/indianapolis/greenfield/heron-creek,,3863fac4-f22a-4c15-9de1-bf9e461d7f21,9/1/2021,4,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Mt Vernon Community Sch Corp,Mt Comfort Elementary School,6,Mt Vernon Middle School,6,Mt Vernon High School,8,,39.80734,-85.92481
aAf3x000001Wf1qCAC,Williams Run,Joyner Homes,,Active,,,Detached,Single-Family,,,,1/2/2021,,102,44,58,4/27/2026,0.68,0.67,0.50,0.67,1510,2387,1861,282900.00,340990.00,315036.25,4/27/2026,75.00,,,,,,14,15,(317) 468-2330,https://joynerhomesonline.com/williams-run,,,9/1/2021,1,True,Non Active Adult,46140,Greenfield,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.80744,-85.74553
aAf2T000000sgDhSAI,Lancaster/Townhomes,Pulte Homes,PulteGroup Inc.,Active,,,Attached,Townhomes,,,,7/24/2021,,194,153,41,4/20/2026,2.66,2.00,2.83,2.75,1858,1858,1858,320000.00,320000.00,320000.00,5/22/2026,255.00,,,0.89,,Townhomes,8,11,(317) 676-6133,https://www.pulte.com/homes/indiana/indianapolis/westfield/lancaster-townhomes-210573,,fa5541d6-945b-4bfe-a6fa-5944bfc6d7e7,9/1/2021,3,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Monon Trail Elementary School,9; 6,Westfield Middle School,9,Westfield High School,10,,40.05728,-86.17071
aAf2T000001URgMSAW,Lindley Run/SF,Olthof Homes,,Active,,,Detached,Single-Family,10080,70,70x144; 70x157,3/9/2020,,83,79,4,5/23/2026,1.05,0.67,2.33,1.67,1903,3142,2461,476842.00,532985.00,500311.50,5/23/2026,50.33,,,0.00,Total Tax Rate,,5,6,(317) 733-5141,https://www.olthofhomes.com/communities/central-indiana/westfield/lindley-run,,cd566d40-e379-4a3c-8254-48088024c013,9/1/2021,1,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.06833,-86.10631
aAf3x000001Ye5CCAS,Kimblewick/Keeneland,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,5980,46;65,46x130; 65x120,5/1/2021,,159,157,2,5/6/2026,2.58,3.67,3.00,2.33,1504,1504,1504,369990.00,369990.00,369990.00,5/6/2026,262.00,,,1.00,,Active Adult,25,28,(317) 559-8309,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,9/1/2021,3,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf2T000001MjgESAS,Grant's Corner/SF,Olthof Homes,,Active,,,Detached,Single-Family,9100,70;80,70x130; 80x127,12/21/2019,,82,75,7,4/15/2026,0.98,1.33,1.00,1.08,2353,2444,2399,364000.00,370014.00,367007.00,4/15/2026,53.00,,,1.25,,,8,8,(463) 231-3600,https://www.olthofhomes.com/communities/central-indiana/cumberland/grants-corner,,ca990c1c-2cb0-461f-8dcb-9319d7ee4223,9/1/2021,0,True,Non Active Adult,46229,Indianapolis,Hancock,18059,"Indianapolis-Carmel-Greenwood, IN",26900,IN,New Palestine Community Schools,Sugar Creek Elementary School,6,New Palestine Jr High School,8,New Palestine High School,10,,39.77767,-85.93498
aAf3x000001ckkUCAQ,Lindley Run/THs,Olthof Homes,,Active,,,Attached,Townhomes,,,,9/30/2020,,237,176,61,5/25/2026,2.57,1.67,3.17,2.67,1394,1394,1394,288530.00,288530.00,288530.00,5/25/2026,154.00,,,,,Townhomes,0,1,(317) 733-5141,https://www.olthofhomes.com/communities/central-indiana/westfield/lindley-run,,6b5ed214-c980-478c-955f-e1055992f928,9/1/2021,1,True,Non Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.06833,-86.10631
aAf2T000001MVfnSAG,South Village of Nickel Plate,Gradison Design|Build,,Active,,,Detached,Single-Family,3914,38,38x103,5/25/2018,,25,23,2,5/9/2026,0.24,0.00,0.00,0.00,,,,500000.00,800000.00,,,25.00,,,1.00,,,18,18,(317) 361-0454,http://gradisonbuilding.com/where-we-build/south-village-of-nickel-plate/,,,9/1/2021,0,True,Non Active Adult,46038,Fishers,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Hamilton Southeastern Schools,Riverside Intermediate School; Fishers Elementary School,10; 8,Riverside Jr High,8,Fishers High School,10,,39.95424,-86.01490
aAf3x000001YZF2CAO,Kimblewick/Churchill,Del Webb,PulteGroup Inc.,Active,,,Detached,Single-Family,8450,65,65x130; 65x120,5/1/2021,,198,160,38,4/30/2026,2.64,3.00,2.00,2.00,2213,2754,2463,540990.00,585990.00,559323.33,5/13/2026,292.00,,,1.00,,Active Adult,26,27,(317) 814-2319,https://www.delwebb.com/homes/indiana/indianapolis/westfield/kimblewick-by-del-webb-210598,,93d495d8-f72e-4bc0-8ede-ca943fa263eb,9/1/2021,1,True,Active Adult,46074,Westfield,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Westfield-Washington Schools,Westfield Intermediate School; Shamrock Springs Elementary School,9; 8,Westfield Middle School,9,Westfield High School,10,,40.00812,-86.20483
aAf2T000001MbYESA0,Waterfront of West Clay/Penninsula,Shoopman Homes,,Active,,,Detached,Single-Family,9350,85,85x110,6/3/2019,,45,35,10,5/25/2026,0.41,2.33,1.67,0.83,2700,4906,3815,969900.00,1345900.00,1117600.00,5/25/2026,101.00,,,0.80,,,12,12,(317) 733-9836,https://waterfrontofwestclay.com/,,90499952-4d01-41a7-b123-806b0b6b0bf3,9/1/2021,0,True,Non Active Adult,46077,Zionsville,Hamilton,18057,"Indianapolis-Carmel-Greenwood, IN",26900,IN,Carmel Clay Schools,West Clay Elementary,9,Creekside Middle School,10,Carmel High School,10,,39.95694,-86.23909
