Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Product Type,Product Style,Lot Size,Lot Width Variations,Lot Dimensions,Open Date,Sold Out Date,Total Units Planned,Total Units Sold,Total Units Remaining,Sales Change Date,Sales Rate,Last 3M Avg. Sales,Last 6M Avg. Sales,Last 12M Avg. Sales,Min. Unit Size,Max. Unit Size,Avg. Unit Size,Min. List Price,Max. List Price,Avg. List Price,Price Change Date,QMI Incentive %age,QMI Incentive Amt.,QMI Incentive Type,Broker Incentive %age,Broker Incentive Amt.,Broker Incentive Type,To Be Built Incentive %age,To Be Built Incentive Amt.,To Be Built Incentive Type,HOA Fee 1,HOA Fee 2,HOA Fee per Sqft,Assessments,Assessments Description,Project Characteristics,Office Phone No.,Website,Master Plan Key,Subdivision Universal ID,Period,Avg. List Price,Profile Available,Active Adult,ZIP Code,City,County,County Code,State,CBSA,CBSA Code,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAf3x000001WmIACA0,Belle Crest,Drees Homes,,Active,,,Attached,Townhomes,4945,43,43x115,12/3/2022,,84,56,28,5/7/2026,1.35,3.67,2.67,2.25,1351,1715,1525,344900.00,367900.00,355650.00,5/7/2026,5.99,,Fixed Interest Rate,3.00,,Base Price,5.99,,Fixed Interest Rate,150.00,,,1.00,,Duplex/Duet,(317) 720-2578,https://www.dreeshomes.com/custom-homes/indianapolis/community/belle_crest/belle_crest/,,8cac07dd-cba4-4337-b148-7bd2119e5135,12/1/2023,357500,True,Non Active Adult,46062,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.05909,-86.10203
aAfPc0000018qnFKAQ,Parkrose/SF,Fischer Homes,,Active,,,Detached,Single-Family,6480,54;60,54x120; 60x120,12/31/2024,,115,32,83,5/10/2026,1.95,4.00,3.00,2.33,1247,2826,2009,232990.00,403990.00,325275.71,4/5/2026,3.25,,Fixed Interest Rate,3.00,,Base Price,3.25,,Fixed Interest Rate,,,,,,,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/925/parkrose/,,5e801dbf-9ad0-45da-b68c-cc61660ce714,9/1/2025,361284,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.77213,-85.78301
aAfPc000001DUCbKAO,Midland/Terraces SF,Estridge Homes,,Active,,,Detached,Single-Family,4293,53,53x81,7/1/2024,,21,12,9,5/7/2026,0.54,2.00,1.33,0.75,2040,2040,2040,534000.00,534000.00,534000.00,5/7/2026,6.00,40000.00,Financing Benefit,3.00,,Final Price,,,No Incentives Confirmed,338.00,,,,,,(317) 932-8785,https://www.estridgehomes.com/new-homes/in/westfield/the-terraces/14711/,,f309aca7-c2a2-4da2-8e5d-680861241151,11/1/2024,521900,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAfPc000001HB9rKAG,Evergreen Estates/Carriage,Lennar,,Active,,,Detached,Single-Family,6800,62;65;68,68x100; 62x120; 65x100,9/23/2024,,59,59,0,4/20/2026,3.09,2.00,2.83,3.75,,,,,,,,,,No Incentives Confirmed,3.00,,Base Price,,,No Incentives Confirmed,50.58,,,1.00,,Temporarily Sold Out,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/greenfield/evergreen-estates/evergreen-estates-carriage?utm_source=bdx&utm_medium=listing&utm_campaign=indlen_listing_bdx_evergreen-estates-evergreen-estates-carriage,,854eaada-80c3-412c-a65a-656691e3199b,7/1/2025,351661,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81487,-85.74474
aAf3x000001WoRWCA0,Hickory Run,M/I Homes,,Active,,,Detached,Single-Family,7800,60;64,60x130; 64x130,3/6/2023,,177,102,75,5/18/2026,2.63,3.33,2.83,2.58,1603,3382,2669,312990.00,512490.00,410535.45,5/18/2026,,,Fixed Interest Rate,3.00,,Base Price,,25000.00,Design Credit/Incentive,55.00,,,1.00,,,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/hickory-run?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,2717a54a-40be-46cc-acb9-a5b891d7b356,10/1/2023,323418,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.68048,-85.99215
aAf3x000001WTYwCAO,Silo Ridge/TH,M/I Homes,,Active,,,Attached,Townhomes,2880,24,24x120,4/5/2025,,74,26,48,5/12/2026,1.95,3.00,2.50,1.58,1778,2025,1910,274990.00,289990.00,283323.33,5/12/2026,,4000.00,Reduced Closing Costs,3.00,,Final Price,,,No Incentives Confirmed,249.83,,,1.00,,Townhomes,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/noblesville/silo-ridge/series/townhome-series,,766e9fce-9ad4-4cd9-8d87-1bbb6ceee95d,4/1/2026,281656,True,Non Active Adult,46060,Noblesville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Fall Creek Intermediate School; Deer Creek Elementary,9; 7,Fall Creek Junior High,7,Hamilton Southeastern High School,10,,40.03510,-85.94254
aAfPc000000dqrZKAQ,Timbers Venture,Lennar,,Active,,,Detached,Single-Family,8684,52,52x167; 52x140,4/1/2023,,120,59,61,1/27/2026,1.72,1.00,2.00,1.75,2011,3054,2556,403995.00,459995.00,431995.00,5/25/2026,5.50,,Fixed Interest Rate,2.00,,Final Price,5.50,,Fixed Interest Rate,60.00,,,1.00,,,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/noblesville/the-timbers/timbers-cornerstone?utm_source=bdx&utm_medium=listing&utm_campaign=indlen_listing_bdx_the-timbers-timbers-cornerstone,,e10f7292-ada2-4a70-86a4-04b63b6d46b9,2/1/2026,423245,True,Non Active Adult,46062,Noblesville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.06832,-86.06257
aAfPc000001hd8nKAA,Magnolia Ridge/Distinctive,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,9490,73,73x130,4/25/2025,,26,20,6,5/9/2026,1.59,1.00,1.00,1.67,2213,2754,2463,537990.00,572990.00,552990.00,5/9/2026,,,,,,,,50000.00,Price Discount/Savings,,,,,,,(317) 225-5505,https://www.pulte.com/homes/indiana/indianapolis/noblesville/magnolia-ridge-211229,,6691f593-c6b7-44ba-8f3a-fd8be023f7a9,10/1/2025,549990,True,Non Active Adult,46062,Noblesville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Noblesville Schools,Noble Crossing Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.02936,-86.06009
aAfPc000001DTjZKAW,Marilyn Woods/Courtyard Collection,David Weekley Homes,,Active,,,Detached,Single-Family,2880,36,36x80,11/1/2024,,60,37,23,5/29/2026,1.94,1.67,1.33,1.08,1859,2295,2077,399953.00,449938.00,424945.50,5/29/2026,5.49,19997.00,Price Discount/Savings,3.00,,Base Price,5.49,,No Incentives Confirmed,,,,2.62,,,(765) 335-6545,https://www.davidweekleyhomes.com/new-homes/in/indianapolis/noblesville/marilyn-woods-36-alley-load,,82f4c05c-aa3a-435c-98bf-1afd74a6464c,1/1/2025,353156,True,Non Active Adult,46060,Noblesville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Harrison Parkway Elementary School; Sand Creek Intermediate School,8; 7,Fishers Junior High School,7,Fishers High School,10,,39.99621,-85.95345
aAf3x000001WmjKCAS,Sagebrook West/SF,M/I Homes,,Active,,,Detached,Single-Family,11900,70;75,70x170; 70x125; 75x125,9/15/2022,,135,68,67,3/30/2026,1.58,0.67,0.50,1.08,2070,3382,2842,349990.00,512490.00,446061.43,3/30/2026,2.88,,Financing Benefit,3.00,,Base Price,,,No Incentives Confirmed,56.66,,,1.00,,,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/sagebrook-west?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,5a188e7d-f362-4a90-ad6e-324c81438fc0,7/1/2023,428632,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69289,-85.97854
aAf3x000001WqBjCAK,Trailside/TH,M/I Homes,,Active,,,Attached,Townhomes,1296,18,18x72,12/2/2023,,100,67,33,5/16/2026,2.25,3.00,1.67,1.92,1523,1884,1708,271990.00,311990.00,291656.67,5/16/2026,4.88,,Fixed Interest Rate,2.00,,Final Price,4.88,,Fixed Interest Rate,220.00,,,,,,(317) 207-6777,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/brownsburg/trailside?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,8100a37e-588a-493b-9608-03409108d053,9/1/2024,284656,True,Non Active Adult,46112,Brownsburg,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Brownsburg Community Sch Corp,White Lick Elementary School,8,Brownsburg West Middle School,8,Brownsburg High School,10,,39.81316,-86.40060
aAf3x000001Qh4yCAC,Scottsdale Estates,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,8450,60;65,65x130; 60x169,1/20/2024,,205,148,57,5/21/2026,5.23,8.00,5.67,4.33,1613,2961,2223,306995.00,368995.00,337661.67,5/21/2026,,,Financing Benefit,,,,,,,,,,,,,(317) 707-4553,https://yourarborhome.com/neighborhoods/indianapolis-metro/greenwood/scottsdale-estates-arbor-series,,38c5bdf9-70d6-46c0-be04-f47dbf35dc7a,7/1/2025,338245,True,Non Active Adult,46143,Greenwood,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Clark-Pleasant Com School Corp,Pleasant Crossing Elementary,7,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.55660,-86.14305
aAf2T000001URgMSAW,Lindley Run/SF,Olthof Homes,,Active,,,Detached,Single-Family,10080,70,70x144; 70x157,3/9/2020,,83,79,4,5/23/2026,1.05,0.67,2.33,1.67,1903,3142,2461,476842.00,532985.00,500311.50,5/23/2026,4.99,25000.00,Reduced Closing Costs,3.00,,Final Price,,25000.00,Design Credit/Incentive,50.33,,,0.00,Total Tax Rate,,(317) 733-5141,https://www.olthofhomes.com/communities/central-indiana/westfield/lindley-run,,cd566d40-e379-4a3c-8254-48088024c013,1/1/2025,447333,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Washington Woods Elementary School,9; 7,Westfield Middle School,9,Westfield High School,10,,40.06833,-86.10631
aAf3x000001QbssCAC,Hidden Hills,Taylor Morrison,,Active,,,Detached,Single-Family,9450,67;70;90,70x135; 90x140; 67x138,5/1/2023,,220,140,80,5/18/2026,3.79,6.00,6.50,4.58,1572,3630,2630,345000.00,464000.00,401315.79,5/18/2026,3.75,,Fixed Interest Rate,3.00,,Final Price,3.75,25000.00,Design Credit/Incentive,30.58,,,1.00,,,,https://www.taylormorrison.com/in/indianapolis/pittsboro/hidden-hills,,7a078288-fbe1-4274-83f1-e65b5d0c1365,10/1/2024,388950,True,Non Active Adult,46167,Pittsboro,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,North West Hendricks Schools,Pittsboro Elementary; Pittsboro Primary School,9; 0,Tri-West Middle School,9,Tri-West Senior High School,9,,39.87140,-86.45638
aAf3x000001QP13CAG,Brookstone Crossings,Pulte Homes,PulteGroup Inc.,Active,,,Detached,Single-Family,11109,69,69x161,6/26/2023,,67,65,2,5/12/2026,1.86,2.00,1.67,1.33,2899,3300,3087,409990.00,439990.00,424740.00,5/12/2026,5.75,,Reduced Closing Costs,3.00,,Final Price,,,Fixed Interest Rate,97.66,,,1.00,,,(317) 814-2133,https://www.pulte.com/homes/indiana/indianapolis/avon/brookstone-211050,,80efa35a-763a-472b-88f0-4a580b51bdbe,4/1/2026,424740,True,Non Active Adult,46123,Avon,Hendricks,18063,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Avon Community School Corp,Sycamore Elementary School; Avon Intermediate School East,8; 6,Avon Middle School North,10,Avon High School,10,,39.77761,-86.35361
aAfPc000000AgnZKAS,Parks at Decatur Estates,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7800,60,60x130,11/28/2023,,62,42,20,5/7/2026,1.42,2.00,2.17,2.17,1771,2904,2338,334900.00,408900.00,375416.67,5/7/2026,3.88,,Fixed Interest Rate,3.00,,Final Price,3.88,,Fixed Interest Rate,50.00,,,1.00,,,(317) 345-4021,https://www.drhorton.com/indiana/indianapolis/camby/parks-at-decatur,,bfaf4785-e2e8-40c3-ab0c-be11be088269,7/1/2024,396000,True,Non Active Adult,46113,Camby,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,M S D Decatur Township,West Newton Elementary School,5,Decatur Middle School,3,Decatur Central High School,3,,39.63346,-86.29415
aAfPc000000RV02KAG,Cyntheanne Woods,Taylor Morrison,,Active,,,Detached,Single-Family,3936,41,41x96,2/23/2024,,62,32,30,4/11/2026,1.24,0.67,1.67,1.75,1896,2318,2107,392000.00,422000.00,403666.67,5/2/2026,4.75,7399.00,Fixed Interest Rate,3.00,,Base Price,4.88,25000.00,Design Credit/Incentive,90.41,,,1.69,,,(317) 790-5000,https://www.taylormorrison.com/in/indianapolis/fishers/cyntheanne-woods,,fe15c7b7-37a6-4781-8071-576e012e68fa,10/1/2024,427142,True,Non Active Adult,46037,Fishers,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.98344,-85.88072
aAfPc000001lT7dKAE,The Towns,Estridge Homes,,Active,,,Attached,Townhomes,,,,5/17/2025,,84,7,77,5/7/2026,0.59,1.33,0.83,0.58,1393,2104,1662,379000.00,467000.00,412225.00,5/7/2026,,40000.00,Financing Benefit,3.00,,Final Price,,,No Incentives Confirmed,253.00,,,,,Townhomes,(317) 707-6988,https://www.estridgehomes.com/new-homes/in/westfield/midland/9349/,,1ecfa8ad-e0d9-4955-ab4e-fac19abfeb13,10/1/2025,502975,True,Non Active Adult,46074,Westfield,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Westfield-Washington Schools,Westfield Intermediate School; Maple Glen Elementary,9; 8,Westfield Middle School,9,Westfield High School,10,,40.03976,-86.18435
aAf3x000001QL0CCAW,Courtyards of Fishers,EPCON Communities,,Active,,,Detached,Single-Family,7440,60,60x124,8/14/2023,,50,48,2,5/14/2026,1.44,0.33,0.50,1.25,1588,2587,2076,439900.00,506900.00,473233.33,5/14/2026,,2500.00,Reduced Closing Costs,3.00,,Base Price,,,No Incentives Confirmed,175.00,,,1.00,,,(317) 518-0649,https://www.epconcommunities.com/in/fishers/the-courtyards-of-fishers,,ae002b11-ad40-4ef4-9d48-b5e2c7f88820,9/1/2024,498300,True,Non Active Adult,46040,Fishers,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Hamilton Southeastern Jr High School; Southeastern Elementary School,9; 7,Hamilton Southeastern Jr High School,9,Hamilton Southeastern High School,10,,39.95638,-85.87368
aAf3x000001WmjKCAS,Sagebrook West/SF,M/I Homes,,Active,,,Detached,Single-Family,11900,70;75,70x170; 70x125; 75x125,9/15/2022,,135,68,67,3/30/2026,1.58,0.67,0.50,1.08,2070,3382,2842,349990.00,512490.00,446061.43,3/30/2026,2.88,,Financing Benefit,3.00,,Base Price,,,No Incentives Confirmed,56.66,,,1.00,,,(317) 210-4677,https://www.mihomes.com/new-homes/indiana/indianapolis-metro/indianapolis/sagebrook-west?utm_source=NewHomeSource&utm_campaign=referral-community&utm_medium=feed&utm_content=&utm_term=consumer,,5a188e7d-f362-4a90-ad6e-324c81438fc0,4/1/2023,422561,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69289,-85.97854
aAfPc000001kVOPKA2,Mohawk Trails,Lennar,,Active,,,Detached,Single-Family,7995,63;65,65x123; 63x120; 63x165,10/25/2025,,105,21,84,4/27/2026,3.44,3.67,2.33,,1800,3054,2325,354995.00,400995.00,380120.00,5/6/2026,,,Fixed Interest Rate,,,,,,,87.50,,,,,,317-659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/greenfield/mohawk-trails,,e0b7a3f8-a259-434b-aa12-45fb3b106fe3,4/1/2026,379120,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,Weston Elementary School; Greenfield Intermediate School,5; 5,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.78647,-85.83935
aAf3x000001YghjCAC,Ridgefield,Davis Homes,,Active,,,Detached,Single-Family,6250,50,50x125,9/1/2022,,85,50,35,5/15/2026,1.11,1.00,2.33,1.17,1450,2498,1899,244990.00,292990.00,266190.00,5/15/2026,6.00,8171.16,Price Discount/Savings,3.00,,Base Price,6.00,7334.70,Price Discount/Savings,41.67,,,1.00,,,(317) 979-5103,https://www.davishomes.com/community/ridgefield/,,d9393663-758b-46f6-aded-c9291f3c38d1,5/1/2023,305740,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,M S D Warren Township,Liberty Park Elementary School; Raymond Park Middle School (7-8),4; 4,Raymond Park Middle School (7-8),4,Warren Central High School,2,,39.72696,-86.03276
aAfPc000000dJKnKAM,Timbers Cornerstone,Lennar,,Active,,,Detached,Single-Family,9100,65,65x140,3/31/2024,,136,76,60,5/25/2026,2.91,4.00,2.17,2.67,2225,3488,3004,492995.00,529995.00,518245.00,5/25/2026,1.99,,Fixed Interest Rate,2.00,,Final Price,1.99,,Fixed Interest Rate,60.00,,,1.00,,,(317) 659-3230,https://www.lennar.com/new-homes/indiana/indianapolis/noblesville/the-timbers/timbers-cornerstone?utm_source=bdx&utm_medium=listing&utm_campaign=indlen_listing_bdx_the-timbers-timbers-cornerstone,,e10f7292-ada2-4a70-86a4-04b63b6d46b9,12/1/2025,507745,True,Non Active Adult,46062,Noblesville,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Noblesville Schools,Hinkle Creek Elementary School,8,Noblesville West Middle School,9,Noblesville High School,10,,40.06832,-86.06257
aAf3x000001WXjRCAW,Cedar Ridge,Fischer Homes,,Active,,,Detached,Single-Family,6600,55,55x120,12/30/2021,,114,90,24,5/10/2026,1.70,2.33,1.00,1.67,1419,3135,2214,311990.00,381990.00,349434.44,5/25/2026,4.63,30000.00,Design Credit/Incentive,3.00,,Base Price,2.00,30000.00,Design Credit/Incentive,45.00,,,0.90,,,(317) 348-4135,https://www.fischerhomes.com/find-new-homes/communities/849/cedar-ridge/,,428268e6-b9d6-4333-a837-67992ab3fd9b,4/1/2022,315490,True,Non Active Adult,46052,Lebanon,Boone,18011,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Lebanon Community School Corp,Central Elementary School,9,Lebanon Middle School,5,Lebanon Senior High School,9,,40.05570,-86.45563
aAf3x000001WqmWCAS,Nouveau,Onyx+East,,Active,,,Attached,Townhomes,,,,10/29/2022,,16,12,4,5/18/2026,0.28,0.33,0.17,0.42,2093,2329,2211,699990.00,724900.00,712445.00,5/18/2026,,,Fixed Interest Rate,3.00,,Base Price,,,No Incentives Confirmed,200.00,,,1.03,,,(317) 559-0169,https://www.onyxandeast.com/property/nouveau/,,f67bb1af-85f7-4ca6-9a9b-bda67c6ea679,1/1/2026,660918,True,Non Active Adult,46202,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Indianapolis Public Schools,Thomas D. Gregg School 15; Brookside School 54,4; 4,Arlington Community Middle School,5,Arsenal Technical High School; George Washington Community High School...,1; 1,,39.78382,-86.15265
aAf3x000001WrTwCAK,Westwind at Cumberland,Arbor Homes,Clayton Properties Group,Active,,,Detached,Single-Family,11250,75,75x150; 75x136,12/17/2022,,125,124,1,5/25/2026,2.97,2.33,2.17,1.92,1613,3198,2321,269995.00,328995.00,298795.00,5/25/2026,2.99,,Fixed Interest Rate,3.00,,Base Price,,2500.00,Reduced Closing Costs,,,,1.04,,,(317) 842-1875,https://www.yourarborhome.com/neighborhoods/indiana/franklin/westwind-at-cumberland?utm_source=bdx&utm_medium=feed&utm_campaign=bdx&utm_content=westwind-at-cumberland,,37e13cee-3dc4-4e17-887f-4a1a5a740fd1,11/1/2023,292095,True,Non Active Adult,46131,Franklin,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Community School Corp,Custer Baker Intermediate School; Creekside Elementary School,7; 6,Franklin Community Middle School,7,Franklin Community High School,6,,39.49405,-86.08407
aAfPc000001L26HKAS,Evergreen Estates,Olthof Homes,,Active,,,Attached,Townhomes,6240,48;53,48x130; 53x130,4/30/2024,,94,5,89,4/9/2026,0.21,0.33,0.50,0.33,1429,1609,1524,249000.00,289851.00,265737.67,4/9/2026,3.63,25000.00,Reduced Closing Costs,,,,,25000.00,Reduced Closing Costs,,,,,,Paired Homes,(463) 263-3700,https://www.olthofhomes.com/communities/indianapolis/greenfield/evergreen-estates,,54e70602-dc85-4480-ad90-bba378d6cfbe,3/1/2026,264333,True,Non Active Adult,46140,Greenfield,Hancock,18059,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Greenfield-Central Com Schools,J B Stephens Elementary School; Maxwell Intermediate School,8; 6,Greenfield Central Junior High School,6,Greenfield-Central High School,7,,39.81495,-85.74382
aAf2T000001MrsESAS,Saddlebrook Farms,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,10000,70;80,80x125; 70x125; 80x151,11/21/2020,,263,253,10,4/27/2026,3.84,5.33,6.83,4.33,3062,3388,3225,419900.00,435480.00,427690.00,4/27/2026,,,Fixed Interest Rate,3.00,,Final Price,,6000.00,No Incentives Confirmed,32.50,,,0.90,,,(463) 219-4399,https://www.drhorton.com/indiana/indianapolis/whiteland/saddlebrook-farms,,008836b0-d7ff-408f-a921-d04a3ced1eaf,3/1/2022,390930,True,Non Active Adult,46184,Whiteland,Johnson,18081,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Clark-Pleasant Com School Corp,Whiteland Elementary School,8,Clark Pleasant Middle School,7,Whiteland Community High School,5,,39.54910,-86.07253
aAf2T000001MVfnSAG,South Village of Nickel Plate,Gradison Design|Build,,Active,,,Detached,Single-Family,3914,38,38x103,5/25/2018,,25,23,2,5/9/2026,0.24,0.00,0.00,0.00,,,,500000.00,800000.00,,,,,No Incentives Confirmed,,,Other,,,No Incentives Confirmed,25.00,,,1.00,,,(317) 361-0454,http://gradisonbuilding.com/where-we-build/south-village-of-nickel-plate/,,,8/1/2023,601660,True,Non Active Adult,46038,Fishers,Hamilton,18057,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Hamilton Southeastern Schools,Riverside Intermediate School; Fishers Elementary School,10; 8,Riverside Jr High,8,Fishers High School,10,,39.95424,-86.01490
aAf3x000001WbuhCAC,Fields at New Bethel,D.R. Horton,"D.R. Horton, Inc.",Active,,,Detached,Single-Family,7560,63;70,63x120; 70x120; 70x157,3/12/2022,,182,117,65,4/29/2026,2.33,1.00,1.33,2.17,1503,2600,1964,302900.00,349900.00,326900.00,4/29/2026,4.75,,Fixed Interest Rate,3.00,,Final Price,3.88,,Fixed Interest Rate,42.00,,,1.37,,,(317) 740-3954,https://www.drhorton.com/indiana/indianapolis/indianapolis/fields-at-new-bethel,,ccff00b4-8116-458b-8ea2-f83db2b3bccd,12/1/2025,316150,True,Non Active Adult,46239,Indianapolis,Marion,18097,IN,"Indianapolis-Carmel-Greenwood, IN",26900,Franklin Township Com Sch Corp,,,,,Franklin Central High School,9,,39.69345,-86.00195
